Parameters,CoDACl Scores,CoDAPCA Scores,CLRPCA Scores,PCA Scores,Naive Scores,CoDACl Val Loss,CoDACl Train Loss
"trial0 nn [[7], [7]] lr 0.001 lam 1e-08 epochs 500 num_features 10 low_dimension 5","[0.5527426160337553, 0.32489451476793246, 0.4767932489451477, 0.4025423728813559]","[0.5274261603375527, 0.35443037974683544, 0.48945147679324896, 0.4194915254237288]","[0.540084388185654, 0.3628691983122363, 0.47257383966244726, 0.4110169491525424]","[0.5316455696202531, 0.379746835443038, 0.5063291139240507, 0.3940677966101695]","[0.5485232067510548, 0.350210970464135, 0.5021097046413502, 0.4110169491525424]","[array(1.6951146, dtype=float32), array(1.4945291, dtype=float32), array(1.3869709, dtype=float32), array(1.340005, dtype=float32), array(1.3246641, dtype=float32), array(1.3183249, dtype=float32), array(1.3137736, dtype=float32), array(1.3097687, dtype=float32), array(1.3060675, dtype=float32), array(1.3026041, dtype=float32)]","[array(1.7070972, dtype=float32), array(1.5349445, dtype=float32), array(1.456541, dtype=float32), array(1.4264529, dtype=float32), array(1.4170216, dtype=float32), array(1.4125634, dtype=float32), array(1.4088321, dtype=float32), array(1.4050009, dtype=float32), array(1.4008116, dtype=float32), array(1.3961866, dtype=float32)]"
"trial0 nn [[7], [7]] lr 0.001 lam 1e-08 epochs 1000 num_features 10 low_dimension 5","[0.5527426160337553, 0.32489451476793246, 0.4767932489451477, 0.4025423728813559]","[0.5274261603375527, 0.350210970464135, 0.48945147679324896, 0.4194915254237288]","[0.540084388185654, 0.3628691983122363, 0.47257383966244726, 0.4110169491525424]","[0.5316455696202531, 0.379746835443038, 0.5063291139240507, 0.3940677966101695]","[0.5485232067510548, 0.350210970464135, 0.5021097046413502, 0.4110169491525424]","[array(1.7950265, dtype=float32), array(1.4588782, dtype=float32), array(1.3288772, dtype=float32), array(1.3169626, dtype=float32), array(1.3131264, dtype=float32), array(1.3105766, dtype=float32), array(1.308362, dtype=float32), array(1.3061624, dtype=float32), array(1.3038763, dtype=float32), array(1.301493, dtype=float32), array(1.2990907, dtype=float32), array(1.2968364, dtype=float32), array(1.2949287, dtype=float32), array(1.2934988, dtype=float32), array(1.2925429, dtype=float32), array(1.2919586, dtype=float32), array(1.291624, dtype=float32), array(1.291447, dtype=float32), array(1.2913665, dtype=float32), array(1.291347, dtype=float32)]","[array(1.8308104, dtype=float32), array(1.5252954, dtype=float32), array(1.4286947, dtype=float32), array(1.4149011, dtype=float32), array(1.4108315, dtype=float32), array(1.4081835, dtype=float32), array(1.405723, dtype=float32), array(1.4031383, dtype=float32), array(1.4003028, dtype=float32), array(1.397176, dtype=float32), array(1.393819, dtype=float32), array(1.3904274, dtype=float32), array(1.3873012, dtype=float32), array(1.3847171, dtype=float32), array(1.3828026, dtype=float32), array(1.3814992, dtype=float32), array(1.380656, dtype=float32), array(1.3801174, dtype=float32), array(1.3797696, dtype=float32), array(1.3795409, dtype=float32)]"
"trial0 nn [[7], [7]] lr 0.001 lam 1e-05 epochs 100 num_features 10 low_dimension 5","[0.5527426160337553, 0.32489451476793246, 0.4767932489451477, 0.4025423728813559]","[0.5274261603375527, 0.35443037974683544, 0.48945147679324896, 0.4194915254237288]","[0.540084388185654, 0.3628691983122363, 0.47257383966244726, 0.4110169491525424]","[0.5316455696202531, 0.379746835443038, 0.5063291139240507, 0.3940677966101695]","[0.5485232067510548, 0.350210970464135, 0.5021097046413502, 0.4110169491525424]","[array(2.2030578, dtype=float32), array(1.1323943, dtype=float32)]","[array(1.8079685, dtype=float32), array(0.0782671, dtype=float32)]"
"trial0 nn [[7], [7]] lr 0.001 lam 1e-05 epochs 200 num_features 10 low_dimension 5","[0.5527426160337553, 0.32489451476793246, 0.4767932489451477, 0.4025423728813559]","[0.5274261603375527, 0.3459915611814346, 0.48945147679324896, 0.4194915254237288]","[0.540084388185654, 0.3628691983122363, 0.47257383966244726, 0.4110169491525424]","[0.5316455696202531, 0.379746835443038, 0.5063291139240507, 0.3940677966101695]","[0.5485232067510548, 0.350210970464135, 0.5021097046413502, 0.4110169491525424]","[array(1.8491595, dtype=float32), array(0.6774129, dtype=float32), array(-1.3304906, dtype=float32), array(-1.4806767, dtype=float32)]","[array(1.6846163, dtype=float32), array(-0.9985136, dtype=float32), array(-6.4851713, dtype=float32), array(-6.8480406, dtype=float32)]"
"trial0 nn [[7], [7]] lr 0.001 lam 1e-05 epochs 300 num_features 10 low_dimension 5","[0.5527426160337553, 0.32489451476793246, 0.4767932489451477, 0.4025423728813559]","[0.5316455696202531, 0.35443037974683544, 0.48945147679324896, 0.4194915254237288]","[0.540084388185654, 0.3628691983122363, 0.47257383966244726, 0.4110169491525424]","[0.5316455696202531, 0.379746835443038, 0.5063291139240507, 0.3940677966101695]","[0.5485232067510548, 0.350210970464135, 0.5021097046413502, 0.4110169491525424]","[array(2.061866, dtype=float32), array(1.2584703, dtype=float32), array(-0.9468169, dtype=float32), array(-1.2619563, dtype=float32), array(-1.4609623, dtype=float32), array(-1.5081704, dtype=float32)]","[array(2.0592341, dtype=float32), array(0.276078, dtype=float32), array(-5.2677097, dtype=float32), array(-6.1924334, dtype=float32), array(-6.7479553, dtype=float32), array(-6.881743, dtype=float32)]"
"trial0 nn [[7], [7]] lr 0.001 lam 1e-05 epochs 400 num_features 10 low_dimension 5","[0.5527426160337553, 0.32489451476793246, 0.4767932489451477, 0.4025423728813559]","[0.5274261603375527, 0.35443037974683544, 0.48945147679324896, 0.4194915254237288]","[0.540084388185654, 0.3628691983122363, 0.47257383966244726, 0.4110169491525424]","[0.5316455696202531, 0.379746835443038, 0.5063291139240507, 0.3940677966101695]","[0.5485232067510548, 0.350210970464135, 0.5021097046413502, 0.4110169491525424]","[array(2.0338151, dtype=float32), array(1.1236656, dtype=float32), array(-1.2459866, dtype=float32), array(-1.4951866, dtype=float32), array(-1.5129908, dtype=float32), array(-1.5175773, dtype=float32), array(-1.5205383, dtype=float32), array(-1.5224987, dtype=float32)]","[array(2.0333707, dtype=float32), array(-0.03499162, dtype=float32), array(-6.4220247, dtype=float32), array(-6.88106, dtype=float32), array(-6.9033046, dtype=float32), array(-6.913588, dtype=float32), array(-6.9215565, dtype=float32), array(-6.9279833, dtype=float32)]"
"trial0 nn [[7], [7]] lr 0.001 lam 1e-05 epochs 500 num_features 10 low_dimension 5","[0.5527426160337553, 0.32489451476793246, 0.4767932489451477, 0.4025423728813559]","[0.5274261603375527, 0.35443037974683544, 0.48945147679324896, 0.4194915254237288]","[0.540084388185654, 0.3628691983122363, 0.47257383966244726, 0.4110169491525424]","[0.5316455696202531, 0.379746835443038, 0.5063291139240507, 0.3940677966101695]","[0.5485232067510548, 0.350210970464135, 0.5021097046413502, 0.4110169491525424]","[array(1.7219003, dtype=float32), array(1.2183406, dtype=float32), array(0.4948728, dtype=float32), array(-0.60439813, dtype=float32), array(-1.2360013, dtype=float32), array(-1.4171859, dtype=float32), array(-1.4489317, dtype=float32), array(-1.4588345, dtype=float32), array(-1.4650446, dtype=float32), array(-1.4693496, dtype=float32)]","[array(1.568521, dtype=float32), array(0.34481204, dtype=float32), array(-1.6278007, dtype=float32), array(-4.6367617, dtype=float32), array(-6.316163, dtype=float32), array(-6.7184978, dtype=float32), array(-6.7595353, dtype=float32), array(-6.7702374, dtype=float32), array(-6.7797923, dtype=float32), array(-6.789313, dtype=float32)]"
"trial0 nn [[7], [7]] lr 0.001 lam 1e-05 epochs 1000 num_features 10 low_dimension 5","[0.5527426160337553, 0.32489451476793246, 0.4767932489451477, 0.4025423728813559]","[0.5274261603375527, 0.35443037974683544, 0.48945147679324896, 0.4194915254237288]","[0.540084388185654, 0.3628691983122363, 0.47257383966244726, 0.4110169491525424]","[0.5316455696202531, 0.379746835443038, 0.5063291139240507, 0.3940677966101695]","[0.5485232067510548, 0.350210970464135, 0.5021097046413502, 0.4110169491525424]","[array(2.1771538, dtype=float32), array(1.5651913, dtype=float32), array(0.401528, dtype=float32), array(-0.39238298, dtype=float32), array(-1.2452265, dtype=float32), array(-1.5031159, dtype=float32), array(-1.5145404, dtype=float32), array(-1.5186206, dtype=float32), array(-1.5202684, dtype=float32), array(-1.5210981, dtype=float32), array(-1.5216382, dtype=float32), array(-1.5220647, dtype=float32), array(-1.5224265, dtype=float32), array(-1.5227371, dtype=float32), array(-1.52301, dtype=float32), array(-1.5232563, dtype=float32), array(-1.5234846, dtype=float32), array(-1.5236965, dtype=float32), array(-1.5238956, dtype=float32), array(-1.5240836, dtype=float32)]","[array(2.008413, dtype=float32), array(0.30353034, dtype=float32), array(-3.0437884, dtype=float32), array(-4.2662067, dtype=float32), array(-6.2852435, dtype=float32), array(-6.886992, dtype=float32), array(-6.8987036, dtype=float32), array(-6.90548, dtype=float32), array(-6.9105983, dtype=float32), array(-6.9145336, dtype=float32), array(-6.9175496, dtype=float32), array(-6.919887, dtype=float32), array(-6.92174, dtype=float32), array(-6.9232564, dtype=float32), array(-6.9245577, dtype=float32), array(-6.9257197, dtype=float32), array(-6.9267855, dtype=float32), array(-6.9277883, dtype=float32), array(-6.9287434, dtype=float32), array(-6.929669, dtype=float32)]"
"trial0 nn [[7], [7]] lr 0.001 lam 0.01 epochs 100 num_features 10 low_dimension 5","[0.5527426160337553, 0.016877637130801686, 0.25316455696202533, 0.4025423728813559]","[0.5274261603375527, 0.35443037974683544, 0.48945147679324896, 0.4194915254237288]","[0.540084388185654, 0.3628691983122363, 0.47257383966244726, 0.4110169491525424]","[0.5316455696202531, 0.379746835443038, 0.5063291139240507, 0.3940677966101695]","[0.5485232067510548, 0.350210970464135, 0.5021097046413502, 0.4110169491525424]","[array(-77.50431, dtype=float32), array(-785.6652, dtype=float32)]","[array(-256.68567, dtype=float32), array(-2350.3354, dtype=float32)]"
"trial0 nn [[7], [7]] lr 0.001 lam 0.01 epochs 200 num_features 10 low_dimension 5","[0.5527426160337553, 0.32489451476793246, 0.4767932489451477, 0.4025423728813559]","[0.5358649789029536, 0.350210970464135, 0.48523206751054854, 0.4194915254237288]","[0.540084388185654, 0.3628691983122363, 0.47257383966244726, 0.4110169491525424]","[0.5316455696202531, 0.379746835443038, 0.5063291139240507, 0.3940677966101695]","[0.5485232067510548, 0.350210970464135, 0.5021097046413502, 0.4110169491525424]","[array(-107.60945, dtype=float32), array(-958.0798, dtype=float32), array(-2690.6162, dtype=float32), array(-2816.6147, dtype=float32)]","[array(-309.3496, dtype=float32), array(-2668.001, dtype=float32), array(-7807.6665, dtype=float32), array(-8258.014, dtype=float32)]"
"trial0 nn [[7], [7]] lr 0.001 lam 0.01 epochs 300 num_features 10 low_dimension 5","[0.5527426160337553, 0.32489451476793246, 0.4767932489451477, 0.4025423728813559]","[0.5527426160337553, 0.3459915611814346, 0.5147679324894515, 0.4067796610169492]","[0.540084388185654, 0.3628691983122363, 0.47257383966244726, 0.4110169491525424]","[0.5316455696202531, 0.379746835443038, 0.5063291139240507, 0.3940677966101695]","[0.5485232067510548, 0.350210970464135, 0.5021097046413502, 0.4110169491525424]","[array(-152.3706, dtype=float32), array(-910.72723, dtype=float32), array(-2375.701, dtype=float32), array(-2803.2231, dtype=float32), array(-2832.8125, dtype=float32), array(-2836.0137, dtype=float32)]","[array(-451.9985, dtype=float32), array(-2668.4236, dtype=float32), array(-7093.3247, dtype=float32), array(-8229.753, dtype=float32), array(-8313.079, dtype=float32), array(-8326.375, dtype=float32)]"
"trial0 nn [[7], [7]] lr 0.001 lam 0.01 epochs 400 num_features 10 low_dimension 5","[0.5527426160337553, 0.32489451476793246, 0.4767932489451477, 0.4025423728813559]","[0.5316455696202531, 0.35443037974683544, 0.48945147679324896, 0.4194915254237288]","[0.540084388185654, 0.3628691983122363, 0.47257383966244726, 0.4110169491525424]","[0.5316455696202531, 0.379746835443038, 0.5063291139240507, 0.3940677966101695]","[0.5485232067510548, 0.350210970464135, 0.5021097046413502, 0.4110169491525424]","[array(-97.87816, dtype=float32), array(-621.9795, dtype=float32), array(-2579.8904, dtype=float32), array(-2817.4517, dtype=float32), array(-2819.4346, dtype=float32), array(-2822.2942, dtype=float32), array(-2825.0732, dtype=float32), array(-2827.8276, dtype=float32)]","[array(-297.77472, dtype=float32), array(-1795.9519, dtype=float32), array(-7582.05, dtype=float32), array(-8270.211, dtype=float32), array(-8281.922, dtype=float32), array(-8292.37, dtype=float32), array(-8302.55, dtype=float32), array(-8312.489, dtype=float32)]"
"trial0 nn [[7], [7]] lr 0.001 lam 0.01 epochs 500 num_features 10 low_dimension 5","[0.5527426160337553, 0.32489451476793246, 0.4767932489451477, 0.4025423728813559]","[0.5316455696202531, 0.350210970464135, 0.48945147679324896, 0.4194915254237288]","[0.540084388185654, 0.3628691983122363, 0.47257383966244726, 0.4110169491525424]","[0.5316455696202531, 0.379746835443038, 0.5063291139240507, 0.3940677966101695]","[0.5485232067510548, 0.350210970464135, 0.5021097046413502, 0.4110169491525424]","[array(-59.914257, dtype=float32), array(-542.2172, dtype=float32), array(-2436.8389, dtype=float32), array(-2825.2192, dtype=float32), array(-2833.268, dtype=float32), array(-2836.5408, dtype=float32), array(-2839.7686, dtype=float32), array(-2842.8408, dtype=float32), array(-2845.9382, dtype=float32), array(-2849.2393, dtype=float32)]","[array(-114.31825, dtype=float32), array(-1421.7461, dtype=float32), array(-6887.3403, dtype=float32), array(-8294.847, dtype=float32), array(-8315.121, dtype=float32), array(-8329.598, dtype=float32), array(-8342.627, dtype=float32), array(-8354.753, dtype=float32), array(-8366.4795, dtype=float32), array(-8378.358, dtype=float32)]"
"trial0 nn [[7], [7]] lr 0.001 lam 0.01 epochs 1000 num_features 10 low_dimension 5","[0.5527426160337553, 0.32489451476793246, 0.4767932489451477, 0.4110169491525424]","[0.5274261603375527, 0.35443037974683544, 0.48945147679324896, 0.4194915254237288]","[0.540084388185654, 0.3628691983122363, 0.47257383966244726, 0.4110169491525424]","[0.5316455696202531, 0.379746835443038, 0.5063291139240507, 0.3940677966101695]","[0.5485232067510548, 0.350210970464135, 0.5021097046413502, 0.4110169491525424]","[array(248.99512, dtype=float32), array(-193.0715, dtype=float32), array(-2109.2683, dtype=float32), array(-2828.7273, dtype=float32), array(-2835.8948, dtype=float32), array(-2837.7744, dtype=float32), array(-2839.8408, dtype=float32), array(-2841.9417, dtype=float32), array(-2844.171, dtype=float32), array(-2846.626, dtype=float32), array(-2849.454, dtype=float32), array(-2852.882, dtype=float32), array(-2857.2805, dtype=float32), array(-2863.305, dtype=float32), array(-2872.1162, dtype=float32), array(-2885.594, dtype=float32), array(-2905.4202, dtype=float32), array(-2929.3167, dtype=float32), array(-2951.6648, dtype=float32), array(-2970.5095, dtype=float32)]","[array(744.71295, dtype=float32), array(-481.38766, dtype=float32), array(-5958.08, dtype=float32), array(-8311.694, dtype=float32), array(-8327.901, dtype=float32), array(-8336.174, dtype=float32), array(-8344.364, dtype=float32), array(-8352.622, dtype=float32), array(-8361.092, dtype=float32), array(-8370.024, dtype=float32), array(-8379.802, dtype=float32), array(-8391.039, dtype=float32), array(-8404.756, dtype=float32), array(-8422.746, dtype=float32), array(-8448.307, dtype=float32), array(-8486.968, dtype=float32), array(-8544.623, dtype=float32), array(-8616.902, dtype=float32), array(-8685.461, dtype=float32), array(-8740.976, dtype=float32)]"
"trial0 nn [[7], [7]] lr 0.001 lam 1 epochs 100 num_features 10 low_dimension 5","[0.5527426160337553, 0.32489451476793246, 0.25316455696202533, 0.4025423728813559]","[0.5274261603375527, 0.350210970464135, 0.48945147679324896, 0.4194915254237288]","[0.540084388185654, 0.3628691983122363, 0.47257383966244726, 0.4110169491525424]","[0.5316455696202531, 0.379746835443038, 0.5063291139240507, 0.3940677966101695]","[0.5485232067510548, 0.350210970464135, 0.5021097046413502, 0.4110169491525424]","[array(2347.3457, dtype=float32), array(-75671.664, dtype=float32)]","[array(13639.708, dtype=float32), array(-207178.7, dtype=float32)]"
"trial0 nn [[7], [7]] lr 0.001 lam 1 epochs 200 num_features 10 low_dimension 5","[0.5527426160337553, 0.32489451476793246, 0.4767932489451477, 0.2584745762711864]","[0.5316455696202531, 0.35443037974683544, 0.48945147679324896, 0.4194915254237288]","[0.540084388185654, 0.3628691983122363, 0.47257383966244726, 0.4110169491525424]","[0.5316455696202531, 0.379746835443038, 0.5063291139240507, 0.3940677966101695]","[0.5485232067510548, 0.350210970464135, 0.5021097046413502, 0.4110169491525424]","[array(2342.5889, dtype=float32), array(-62337.105, dtype=float32), array(-244683.19, dtype=float32), array(-276763.34, dtype=float32)]","[array(10143.14, dtype=float32), array(-182069., dtype=float32), array(-719148.56, dtype=float32), array(-814520.56, dtype=float32)]"
